ID,name,description,url,created,last modified,version,tactics,detection,platforms,data sources,is sub-technique,sub-technique of,defenses bypassed,contributors,permissions required,supports remote,system requirements,CAPEC ID,impact type,effective permissions,relationship citations
T1555,Credentials from Password Stores,"Adversaries may search for common password storage locations to obtain user credentials. Passwords are stored in several places on a system, depending on the operating system or application holding the credentials. There are also specific applications that store passwords to make it easier for users manage and maintain. Once credentials are obtained, they can be used to perform lateral movement and access restricted information.",https://attack.mitre.org/techniques/T1555,11 February 2020,01 April 2022,1.0,Credential Access,"Monitor system calls, file read events, and processes for suspicious activity that could indicate searching for a password  or other activity related to performing keyword searches (e.g. password, pwd, login, store, secure, credentials, etc.) in process memory for credentials. File read events should be monitored surrounding known password storage applications.","Linux, Windows, macOS","Command: Command Execution, File: File Access, Process: OS API Execution, Process: Process Access, Process: Process Creation",False,,,,Administrator,,,,,,"(Citation: Deply Mimikatz),(Citation: Malwarebytes Agent Tesla April 2020),(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: SecureWorks August 2019),(Citation: CopyKittens Nov 2015),(Citation: Symantec Elfin Mar 2019),(Citation: Kaspersky Lyceum October 2021),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: GitHub Pupy),(Citation: Unit 42 Playbook Dec 2017),(Citation: Citizen Lab Stealth Falcon May 2016),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Infoblox Lokibot January 2019),(Citation: GitHub QuasarRAT),(Citation: BitDefender Chafer May 2020),(Citation: ClearSky Wilted Tulip July 2017),(Citation: FireEye APT28),(Citation: Cybereason Kimsuky November 2020),(Citation: ESET Operation Groundbait),(Citation: Cybereason Astaroth Feb 2019),(Citation: ESET PLEAD Malware July 2018),(Citation: FireEye APT35 2018),(Citation: Volexity Patchwork June 2018),(Citation: Directory Services Internals DPAPI Backup Keys Oct 2015),(Citation: FireEye APT33 Guardrail),(Citation: GitHub LaZagne Dec 2018),(Citation: Trend Micro Muddy Water March 2021),(Citation: ESET EvilNum July 2020),(Citation: Visa FIN6 Feb 2019),(Citation: Prevx Carberp March 2011),(Citation: Red Canary NETWIRE January 2020),(Citation: Symantec Leafminer July 2018),(Citation: FireEye APT34 July 2019),(Citation: GitHub Mimikatz lsadump Module),(Citation: Microsoft Deep Dive Solorigate January 2021),(Citation: F-Secure The Dukes),(Citation: NCSC Joint Report Public Tools),(Citation: Symantec MuddyWater Dec 2018),"
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,"Adversaries may acquire credentials from web browsers by reading files specific to the target browser.(Citation: Talos Olympic Destroyer 2018) Web browsers commonly save credentials such as website usernames and passwords so that they do not need to be entered manually in the future. Web browsers typically store the credentials in an encrypted format within a credential store; however, methods exist to extract plaintext credentials from web browsers.

For example, on Windows systems, encrypted credentials may be obtained from Google Chrome by reading a database file, <code>AppData\Local\Google\Chrome\User Data\Default\Login Data</code> and executing a SQL query: <code>SELECT action_url, username_value, password_value FROM logins;</code>. The plaintext password can then be obtained by passing the encrypted credentials to the Windows API function <code>CryptUnprotectData</code>, which uses the victim’s cached logon credentials as the decryption key.(Citation: Microsoft CryptUnprotectData April 2018)
 
Adversaries have executed similar procedures for common web browsers such as FireFox, Safari, Edge, etc.(Citation: Proofpoint Vega Credential Stealer May 2018)(Citation: FireEye HawkEye Malware July 2017) Windows stores Internet Explorer and Microsoft Edge credentials in Credential Lockers managed by the [Windows Credential Manager](https://attack.mitre.org/techniques/T1555/004).

Adversaries may also acquire credentials by searching web browser process memory for patterns that commonly match credentials.(Citation: GitHub Mimikittenz July 2016)

After acquiring credentials from web browsers, adversaries may attempt to recycle the credentials across different systems and/or accounts in order to expand access. This can result in significantly furthering an adversary's objective in cases where credentials gained from web browsers overlap with privileged accounts (e.g. domain administrator).",https://attack.mitre.org/techniques/T1555/003,12 February 2020,15 February 2022,1.1,Credential Access,"Identify web browser files that contain credentials such as Google Chrome’s Login Data database file: <code>AppData\Local\Google\Chrome\User Data\Default\Login Data</code>. Monitor file read events of web browser files that contain credentials, especially when the reading process is unrelated to the subject web browser. Monitor process execution logs to include PowerShell Transcription focusing on those that perform a combination of behaviors including reading web browser process memory, utilizing regular expressions, and those that contain numerous keywords for common web applications (Gmail, Twitter, Office365, etc.).","Linux, Windows, macOS","Command: Command Execution, File: File Access, Process: OS API Execution, Process: Process Access",True,T1555,,"Barry Shteiman, Exabeam; RedHuntLabs, @redhuntlabs; Ryan Benson, Exabeam; Sylvain Gil, Exabeam",User,,,,,,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Talos Smoke Loader July 2018),(Citation: Cyberreason Anchor December 2019),(Citation: Kaspersky Adwind Feb 2016),(Citation: Fidelis njRAT June 2013),(Citation: Symantec Inception Framework March 2018),(Citation: IBM Grandoreiro April 2020),(Citation: Kaspersky Lyceum October 2021),(Citation: MSTIC DEV-0537 Mar 2022),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: CISA AA20-301A Kimsuky),(Citation: Kaspersky QakBot September 2021),(Citation: ESET Operation Groundbait),(Citation: ESET Zebrocy May 2019),(Citation: Talos Olympic Destroyer 2018),(Citation: Trend Micro Trickbot Nov 2018),(Citation: Volexity Patchwork June 2018),(Citation: Cybereason Chaes Nov 2020),(Citation: FireEye APT33 Guardrail),(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: Volexity InkySquid BLUELIGHT August 2021),(Citation: FireEye APT34 July 2019),(Citation: GitHub Mimikatz lsadump Module),(Citation: Forcepoint Monsoon),(Citation: NCSC Joint Report Public Tools),(Citation: Kaspersky Transparent Tribe August 2020),(Citation: Symantec MuddyWater Dec 2018),(Citation: Secureworks Karagany July 2019),(Citation: Github PowerShell Empire),(Citation: Symantec Dragonfly),(Citation: IBM IcedID November 2017),(Citation: Bitdefender Trickbot VNC module Whitepaper 2021),(Citation: Unit 42 Playbook Dec 2017),(Citation: Rapid7 KeyBoy Jun 2013),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: GitHub QuasarRAT),(Citation: FireEye APT28),(Citation: Cybereason Kimsuky November 2020),(Citation: QiAnXin APT-C-36 Feb2019),(Citation: JPCert TSCookie March 2018),(Citation: Directory Services Internals DPAPI Backup Keys Oct 2015),(Citation: Cymmetria Patchwork),(Citation: GitHub LaZagne Dec 2018),(Citation: BiZone Lizar May 2021),(Citation: Prevx Carberp March 2011),(Citation: Talos Konni May 2017),(Citation: ESET Grandoreiro April 2020),(Citation: Cisco H1N1 Part 2),(Citation: Red Canary NETWIRE January 2020),(Citation: FireEye APT37 Feb 2018),(Citation: Zscaler APT31 Covid-19 October 2020),(Citation: Securelist Brazilian Banking Malware July 2020),(Citation: Symantec Elfin Mar 2019),(Citation: Talos Group123),(Citation: Check Point Warzone Feb 2020),(Citation: Mandiant UNC3890 Aug 2022),(Citation: Unit42 Azorult Nov 2018),(Citation: GitHub Pupy),(Citation: Proofpoint NETWIRE December 2020),(Citation: Infoblox Lokibot January 2019),(Citation: Symantec Buckeye),(Citation: FireEye NETWIRE March 2019),(Citation: Trend Micro njRAT 2018),(Citation: Proofpoint TA505 Sep 2017),(Citation: FireEye APT35 2018),(Citation: Trend Micro Emotet Jan 2019),(Citation: Talos Kimsuky Nov 2021),(Citation: ESET Telebots Dec 2016),(Citation: Visa FIN6 Feb 2019),(Citation: Symantec Leafminer July 2018),(Citation: F-Secure The Dukes),(Citation: ESET PLEAD Malware July 2018),(Citation: Talos PoetRAT April 2020),(Citation: Deply Mimikatz),(Citation: DustySky),(Citation: CrowdStrike StellarParticle January 2022),(Citation: Unit42 CookieMiner Jan 2019),(Citation: Check Point Rocket Kitten),(Citation: ESET Machete July 2019),(Citation: TrendMicro BlackTech June 2017),(Citation: objsee mac malware 2017),(Citation: Citizen Lab Stealth Falcon May 2016),(Citation: XAgentOSX 2017),(Citation: Accenture Hogfish April 2018),(Citation: F-Secure BlackEnergy 2014),(Citation: Zdnet Kimsuky Dec 2018),(Citation: Trend Micro Muddy Water March 2021),(Citation: Bitdefender Naikon April 2021),(Citation: Uptycs Warzone UAC Bypass November 2020),(Citation: Securelist BlackEnergy Nov 2014),(Citation: Citizen Lab Group5),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Bitdefender Agent Tesla April 2020),"
T1555.001,Credentials from Password Stores: Keychain,"Adversaries may acquire credentials from Keychain. Keychain (or Keychain Services) is the macOS credential management system that stores account names, passwords, private keys, certificates, sensitive application data, payment data, and secure notes. There are three types of Keychains: Login Keychain, System Keychain, and Local Items (iCloud) Keychain. The default Keychain is the Login Keychain, which stores user passwords and information. The System Keychain stores items accessed by the operating system, such as items shared among users on a host. The Local Items (iCloud) Keychain is used for items synced with Apple’s iCloud service. 

Keychains can be viewed and edited through the Keychain Access application or using the command-line utility <code>security</code>. Keychain files are located in <code>~/Library/Keychains/</code>, <code>/Library/Keychains/</code>, and <code>/Network/Library/Keychains/</code>.(Citation: Keychain Services Apple)(Citation: Keychain Decryption Passware)(Citation: OSX Keychain Schaumann)

Adversaries may gather user credentials from Keychain storage/memory. For example, the command <code>security dump-keychain –d</code> will dump all Login Keychain credentials from <code>~/Library/Keychains/login.keychain-db</code>. Adversaries may also directly read Login Keychain credentials from the <code>~/Library/Keychains/login.keychain</code> file. Both methods require a password, where the default password for the Login Keychain is the current user’s password to login to the macOS host.(Citation: External to DA, the OS X Way)(Citation: Empire Keychain Decrypt)  ",https://attack.mitre.org/techniques/T1555/001,12 February 2020,18 April 2022,1.1,Credential Access,"Unlocking the keychain and using passwords from it is a very common process, so there is likely to be a lot of noise in any detection technique. Monitoring of system calls to the keychain can help determine if there is a suspicious process trying to access it.",macOS,"Command: Command Execution, File: File Access, Process: OS API Execution, Process: Process Creation",True,T1555,,,,,,,,,"(Citation: objsee mac malware 2017),(Citation: Symantec Calisto July 2018),(Citation: Securelist Calisto July 2018),(Citation: GitHub LaZagne Dec 2018),(Citation: ESET DazzleSpy Jan 2022),(Citation: Objective See Green Lambert for OSX Oct 2021),(Citation: Glitch-Cat Green Lambert ATTCK Oct 2021),"
T1555.005,Credentials from Password Stores: Password Managers,"Adversaries may acquire user credentials from third-party password managers.(Citation: ise Password Manager February 2019) Password managers are applications designed to store user credentials, normally in an encrypted database. Credentials are typically accessible after a user provides a master password that unlocks the database. After the database is unlocked, these credentials may be copied to memory. These databases can be stored as files on disk.(Citation: ise Password Manager February 2019)

Adversaries may acquire user credentials from password managers by extracting the master password and/or plain-text credentials from memory.(Citation: FoxIT Wocao December 2019)(Citation: Github KeeThief) Adversaries may extract credentials from memory via [Exploitation for Credential Access](https://attack.mitre.org/techniques/T1212).(Citation: NVD CVE-2019-3610)
 Adversaries may also try brute forcing via [Password Guessing](https://attack.mitre.org/techniques/T1110/001) to obtain the master password of a password manager.(Citation: Cyberreason Anchor December 2019)",https://attack.mitre.org/techniques/T1555/005,22 January 2021,25 March 2022,1.0,Credential Access,"Consider monitoring API calls, file read events, and processes for suspicious activity that could indicate searching in process memory of password managers. 

Consider monitoring file reads surrounding known password manager applications.","Linux, Windows, macOS","Command: Command Execution, File: File Access, Process: OS API Execution, Process: Process Access",True,T1555,,"Matt Burrough, @mattburrough, Microsoft",User,,,,,,"(Citation: objsee mac malware 2017),(Citation: Trend Micro DRBControl February 2020),(Citation: Cyberreason Anchor December 2019),(Citation: FoxIT Wocao December 2019),(Citation: Kaspersky Ferocious Kitten Jun 2021),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: NIST 800-63-3)"
T1555.002,Credentials from Password Stores: Securityd Memory,"An adversary may obtain root access (allowing them to read securityd’s memory), then they can scan through memory to find the correct sequence of keys in relatively few tries to decrypt the user’s logon keychain. This provides the adversary with all the plaintext passwords for users, WiFi, mail, browsers, certificates, secure notes, etc.(Citation: OS X Keychain)(Citation: OSX Keydnap malware)

In OS X prior to El Capitan, users with root access can read plaintext keychain passwords of logged-in users because Apple’s keychain implementation allows these credentials to be cached so that users are not repeatedly prompted for passwords.(Citation: OS X Keychain)(Citation: External to DA, the OS X Way) Apple’s securityd utility takes the user’s logon password, encrypts it with PBKDF2, and stores this master key in memory. Apple also uses a set of keys and algorithms to encrypt the user’s password, but once the master key is found, an adversary need only iterate over the other values to unlock the final password.(Citation: OS X Keychain)",https://attack.mitre.org/techniques/T1555/002,12 February 2020,08 March 2022,1.1,Credential Access,Monitor processes and command-line arguments for activity surrounded users searching for credentials or using automated tools to scan memory for passwords.,"Linux, macOS","Command: Command Execution, Process: Process Access",True,T1555,,,root,,,,,,"(Citation: synack 2016 review),"
T1555.004,Credentials from Password Stores: Windows Credential Manager,"Adversaries may acquire credentials from the Windows Credential Manager. The Credential Manager stores credentials for signing into websites, applications, and/or devices that request authentication through NTLM or Kerberos in Credential Lockers (previously known as Windows Vaults).(Citation: Microsoft Credential Manager store)(Citation: Microsoft Credential Locker)

The Windows Credential Manager separates website credentials from application or network credentials in two lockers. As part of [Credentials from Web Browsers](https://attack.mitre.org/techniques/T1555/003), Internet Explorer and Microsoft Edge website credentials are managed by the Credential Manager and are stored in the Web Credentials locker. Application and network credentials are stored in the Windows Credentials locker.

Credential Lockers store credentials in encrypted `.vcrd` files, located under `%Systemdrive%\Users\\[Username]\AppData\Local\Microsoft\\[Vault/Credentials]\`. The encryption key can be found in a file named <code>Policy.vpol</code>, typically located in the same folder as the credentials.(Citation: passcape Windows Vault)(Citation: Malwarebytes The Windows Vault)

Adversaries may list credentials managed by the Windows Credential Manager through several mechanisms. <code>vaultcmd.exe</code> is a native Windows executable that can be used to enumerate credentials stored in the Credential Locker through a command-line interface. Adversaries may also gather credentials by directly reading files located inside of the Credential Lockers. Windows APIs, such as <code>CredEnumerateA</code>, may also be absued to list credentials managed by the Credential Manager.(Citation: Microsoft CredEnumerate)(Citation: Delpy Mimikatz Crendential Manager)

Adversaries may also obtain credentials from credential backups. Credential backups and restorations may be performed by running <code>rundll32.exe keymgr.dll KRShowKeyMgr</code> then selecting the “Back up...” button on the “Stored User Names and Passwords” GUI.

Password recovery tools may also obtain plain text passwords from the Credential Manager.(Citation: Malwarebytes The Windows Vault)",https://attack.mitre.org/techniques/T1555/004,23 November 2020,21 October 2022,1.1,Credential Access,"Monitor process and command-line parameters of <code>vaultcmd.exe</code> for suspicious activity, such as listing credentials from the Windows Credentials locker (i.e., <code>vaultcmd /listcreds:“Windows Credentials”</code>).(Citation: Malwarebytes The Windows Vault)

Consider monitoring API calls such as <code>CredEnumerateA</code> that may list credentials from the Windows Credential Manager.(Citation: Microsoft CredEnumerate)(Citation: Delpy Mimikatz Crendential Manager)

Consider monitoring file reads to Vault locations, <code>%Systemdrive%\Users\\[Username]\AppData\Local\Microsoft\\[Vault/Credentials]\</code>, for suspicious activity.(Citation: Malwarebytes The Windows Vault)",Windows,"Command: Command Execution, File: File Access, Process: OS API Execution, Process: Process Creation",True,T1555,,Bernaldo Penas Antelo; Mugdha Peter Bansode; Uriel Kosayev; Vadim Khrykov,,,,,,,"(Citation: Talos Group123),(Citation: Symantec Waterbug Jun 2019),(Citation: PowerSploit Documentation),(Citation: SentinelOne Valak June 2020),(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: FireEye APT34 July 2019),(Citation: Citizen Lab Stealth Falcon May 2016),(Citation: Delpy Mimikatz Crendential Manager),(Citation: GitHub LaZagne Dec 2018),(Citation: Bitdefender Naikon April 2021),(Citation: Cybereason Kimsuky November 2020),(Citation: GitHub PowerSploit May 2012),(Citation: BiZone Lizar May 2021),(Citation: Microsoft Network access Credential Manager)"
T1485,Data Destruction,"Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources. Data destruction is likely to render stored data irrecoverable by forensic techniques through overwriting files or data on local and remote drives.(Citation: Symantec Shamoon 2012)(Citation: FireEye Shamoon Nov 2016)(Citation: Palo Alto Shamoon Nov 2016)(Citation: Kaspersky StoneDrill 2017)(Citation: Unit 42 Shamoon3 2018)(Citation: Talos Olympic Destroyer 2018) Common operating system file deletion commands such as <code>del</code> and <code>rm</code> often only remove pointers to files without wiping the contents of the files themselves, making the files recoverable by proper forensic methodology. This behavior is distinct from [Disk Content Wipe](https://attack.mitre.org/techniques/T1561/001) and [Disk Structure Wipe](https://attack.mitre.org/techniques/T1561/002) because individual files are destroyed rather than sections of a storage disk or the disk's logical structure.

Adversaries may attempt to overwrite files and directories with randomly generated data to make it irrecoverable.(Citation: Kaspersky StoneDrill 2017)(Citation: Unit 42 Shamoon3 2018) In some cases politically oriented image files have been used to overwrite data.(Citation: FireEye Shamoon Nov 2016)(Citation: Palo Alto Shamoon Nov 2016)(Citation: Kaspersky StoneDrill 2017)

To maximize impact on the target organization in operations where network-wide availability interruption is the goal, malware designed for destroying data may have worm-like features to propagate across a network by leveraging additional techniques like [Valid Accounts](https://attack.mitre.org/techniques/T1078), [OS Credential Dumping](https://attack.mitre.org/techniques/T1003), and [SMB/Windows Admin Shares](https://attack.mitre.org/techniques/T1021/002).(Citation: Symantec Shamoon 2012)(Citation: FireEye Shamoon Nov 2016)(Citation: Palo Alto Shamoon Nov 2016)(Citation: Kaspersky StoneDrill 2017)(Citation: Talos Olympic Destroyer 2018).

In cloud environments, adversaries may leverage access to delete cloud storage, cloud storage accounts, machine images, and other infrastructure crucial to operations to damage an organization or their customers.(Citation: Data Destruction - Threat Post)(Citation: DOJ  - Cisco Insider)",https://attack.mitre.org/techniques/T1485,14 March 2019,25 March 2021,1.1,Impact,"Use process monitoring to monitor the execution and command-line parameters of binaries that could be involved in data destruction activity, such as [SDelete](https://attack.mitre.org/software/S0195). Monitor for the creation of suspicious files as well as high unusual file modification activity. In particular, look for large quantities of file modifications in user directories and under <code>C:\Windows\System32\</code>.

In cloud environments, the occurrence of anomalous high-volume deletion events, such as the <code>DeleteDBCluster</code> and <code>DeleteGlobalCluster</code> events in AWS, or a high quantity of data deletion events, such as <code>DeleteBucket</code>, within a short period of time may indicate suspicious activity.","IaaS, Linux, Windows, macOS","Cloud Storage: Cloud Storage Deletion, Command: Command Execution, File: File Deletion, File: File Modification, Image: Image Deletion, Instance: Instance Deletion, Process: Process Creation, Snapshot: Snapshot Deletion, Volume: Volume Deletion",False,,,"Brent Murphy, Elastic; David French, Elastic; Prasad Somasamudram, McAfee; Sekhar Sarukkai, McAfee; Syed Ummar Farooqh, McAfee; Varonis Threat Labs","Administrator, root, SYSTEM, User",,,,Availability,,"(Citation: Secureworks REvil September 2019),(Citation: McAfee Sodinokibi October 2019),(Citation: Picus Sodinokibi January 2020),(Citation: MSTIC DEV-0537 Mar 2022),(Citation: Crowdstrike WhisperGate January 2022),(Citation: ESET Hermetic Wizard March 2022),(Citation: US-CERT Ukraine Feb 2016),(Citation: Cisco Ukraine Wipers January 2022),(Citation: McAfee Shamoon December 2018),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: Unit 42 Shamoon3 2018),(Citation: Unit 42 WhisperGate January 2022),(Citation: CERT-EE Gamaredon January 2021),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: FireEye Shamoon Nov 2016),(Citation: Symantec Shamoon 2012),(Citation: Cisco CaddyWiper March 2022),(Citation: Talos Olympic Destroyer 2018),(Citation: ESET CaddyWiper March 2022),(Citation: Microsoft WhisperGate January 2022),(Citation: Securelist BlackEnergy Feb 2015),(Citation: FireEye APT38 Oct 2018),(Citation: Novetta Blockbuster),(Citation: Unit 42 Kazuar May 2017),(Citation: Kaspersky StoneDrill 2017),(Citation: McAfee GhostSecret),(Citation: Intel 471 REvil March 2020),(Citation: Fortinet Diavol July 2021),(Citation: Cybereason WhisperGate February 2022),(Citation: Check Point Meteor Aug 2021),(Citation: ESET Telebots June 2017),(Citation: Medium S2W WhisperGate January 2022),(Citation: Unit42 Xbash Sept 2018),(Citation: ESET BlackEnergy Jan 2016),(Citation: Dragos Crashoverride 2017),(Citation: Volexity PowerDuke November 2016),(Citation: ESEST Black Energy Jan 2016),(Citation: Microsoft SDelete July 2016),(Citation: Kaspersky Sodin July 2019),(Citation: Palo Alto Shamoon Nov 2016),(Citation: Ready.gov IT DRP)"
T1132,Data Encoding,"Adversaries may encode data to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data encoding system. Use of data encoding may adhere to existing protocol specifications and includes use of ASCII, Unicode, Base64, MIME, or other binary-to-text and character encoding systems.(Citation: Wikipedia Binary-to-text Encoding) (Citation: Wikipedia Character Encoding) Some data encoding systems may also result in data compression, such as gzip.",https://attack.mitre.org/techniques/T1132,31 May 2017,14 March 2020,1.1,Command and Control,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used. (Citation: University of Birmingham C2)","Linux, Windows, macOS",Network Traffic: Network Traffic Content,False,,,"Itzik Kotler, SafeBreach",User,,,,,,"(Citation: ProofPoint Ursnif Aug 2016),(Citation: Cisco H1N1 Part 2),(Citation: Mythc Documentation),(Citation: Anomali Linux Rabbit 2018),(Citation: Forcepoint Monsoon),(Citation: University of Birmingham C2)"
T1132.002,Data Encoding: Non-Standard Encoding,"Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a non-standard data encoding system that diverges from existing protocol specifications. Non-standard data encoding schemes may be based on or related to standard data encoding schemes, such as a modified Base64 encoding for the message body of an HTTP request.(Citation: Wikipedia Binary-to-text Encoding) (Citation: Wikipedia Character Encoding) ",https://attack.mitre.org/techniques/T1132/002,14 March 2020,14 March 2020,1.0,Command and Control,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)","Linux, Windows, macOS",Network Traffic: Network Traffic Content,True,T1132,,,User,,,,,,"(Citation: CYBERCOM Iranian Intel Cyber January 2022),(Citation: McAfee Oceansalt Oct 2018),(Citation: ESET InvisiMole June 2020),(Citation: NCSC Cyclops Blink February 2022),(Citation: FireEye APT30),(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: McAfee Bankshot),(Citation: Unit42 RDAT July 2020),(Citation: NCSC GCHQ Small Sieve Jan 2022),(Citation: Securelist ShadowPad Aug 2017),"
T1132.001,Data Encoding: Standard Encoding,"Adversaries may encode data with a standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data encoding system that adheres to existing protocol specifications. Common data encoding schemes include ASCII, Unicode, hexadecimal, Base64, and MIME.(Citation: Wikipedia Binary-to-text Encoding) (Citation: Wikipedia Character Encoding) Some data encoding systems may also result in data compression, such as gzip.",https://attack.mitre.org/techniques/T1132/001,14 March 2020,14 March 2020,1.0,Command and Control,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used.(Citation: University of Birmingham C2)","Linux, Windows, macOS",Network Traffic: Network Traffic Content,True,T1132,,,User,,,,,,"(Citation: Cyberreason Anchor December 2019),(Citation: Unit 42 MechaFlounder March 2019),(Citation: Fidelis njRAT June 2013),(Citation: Cylance Shaheen Nov 2018),(Citation: SentinelOne Aoqin Dragon June 2022),(Citation: Kaspersky Sofacy),(Citation: Kaspersky Lyceum October 2021),(Citation: Trend Micro Tick November 2019),(Citation: Securelist Octopus Oct 2018),(Citation: Cofense Astaroth Sept 2018),(Citation: JPCERT ChChes Feb 2017),(Citation: Unit 42 Inception November 2018),(Citation: Kaspersky QakBot September 2021),(Citation: ESET Operation Groundbait),(Citation: Cybereason Chaes Nov 2020),(Citation: FireEye APT33 Guardrail),(Citation: Zscaler Cobian Aug 2017),(Citation: Palo Alto DNS Requests),(Citation: Unit 42 DarkHydrus July 2018),(Citation: ESET ForSSHe December 2018),(Citation: Crowdstrike Qakbot October 2020),(Citation: Forcepoint Monsoon),(Citation: Unit 42 C0d0so0 Jan 2016),(Citation: Palo Alto menuPass Feb 2017),(Citation: US-CERT BLINDINGCAN Aug 2020),(Citation: Prevailion DarkWatchman 2021),(Citation: FireEye APT34 Dec 2017),(Citation: Kaspersky Carbanak),(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: ClearSky MuddyWater June 2019),(Citation: ESET Ebury Feb 2014),(Citation: Unit42 Molerat Mar 2020),(Citation: Unit 42 Valak July 2020),(Citation: Symantec Dragonfly),(Citation: Unit 42 OopsIE! Feb 2018),(Citation: CheckPoint SpeakUp Feb 2019),(Citation: Unit 42 Playbook Dec 2017),(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: Palo Alto OilRig May 2016),(Citation: Talos Bisonal Mar 2020),(Citation: McAfee Lazarus Nov 2020),(Citation: FireEye APT28),(Citation: FireEye SUNBURST Backdoor December 2020),(Citation: Check Point APT35 CharmPower January 2022),(Citation: Antiy CERT Ramsay April 2020),(Citation: Zscaler Lyceum DnsSystem June 2022),(Citation: TrendMicro Tropic Trooper May 2020),(Citation: Unit 42 PingPull Jun 2022),(Citation: FireEye CARBANAK June 2017),(Citation: ESET Okrum July 2019),(Citation: Cymmetria Patchwork),(Citation: Unit 42 Kazuar May 2017),(Citation: PaloAlto Patchwork Mar 2018),(Citation: Check Point APT34 April 2021),(Citation: Cybereason Cobalt Kitty 2017),(Citation: Proofpoint Bumblebee April 2022),(Citation: US-CERT HOPLIGHT Apr 2019),(Citation: Microsoft PLATINUM April 2016),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Checkpoint IndigoZebra July 2021),(Citation: Cylance Dust Storm),(Citation: Trend Micro IXESHE 2012),(Citation: Unit 42 QUADAGENT July 2018),(Citation: GitHub Sliver HTTP),(Citation: Kaspersky CactusPete Aug 2020),(Citation: Medium KONNI Jan 2020),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: ZScaler Squirrelwaffle Sep 2021),(Citation: Accenture SNAKEMACKEREL Nov 2018),(Citation: Moran 2013),(Citation: Lotus Blossom Jun 2015),(Citation: Security Intelligence More Eggs Aug 2019),(Citation: Group IB GrimAgent July 2021),(Citation: ESET Telebots Dec 2016),(Citation: Microsoft HAFNIUM March 2020),(Citation: NTT Security Flagpro new December 2021),(Citation: FireEye SMOKEDHAM June 2021),(Citation: Securelist Machete Aug 2014),(Citation: McAfee Lazarus Resurfaces Feb 2018),(Citation: Symantec W.32 Stuxnet Dossier),(Citation: Fysbis Dr Web Analysis),(Citation: Forcepoint Felismus Mar 2017),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: Microsoft POLONIUM June 2022),(Citation: Gh0stRAT ATT March 2019),(Citation: Unit 42 SeaDuke 2015),(Citation: Malwarebytes Saint Bot April 2021),(Citation: Unit42 RDAT July 2020),(Citation: Unit42 BabyShark Feb 2019),(Citation: Trend Micro Muddy Water March 2021),(Citation: CISA WellMess July 2020),"
